cntry;essround;idno;pspwght;pweight;polintr;happy;gndr;yrbrn;agea;chldhm;edulvla;eisced;eduyrs;pdwrk;edctn;wkhtot;isco08;uemp3m;hinctnta
CH;8;256;1.022381425;0.464939934;1;6;1;1982;34;2;5;7;17;0;0;10;5132;1;2
CH;8;261;1.152878165;0.464939934;4;8;2;1978;38;2;3;3;18;1;0;60;2269;2;1
CH;8;262;1.022381425;0.464939934;4;7;1;1992;24;1;2;2;9;1;0;30;7124;1;10
CH;8;266;1.033508062;0.464939934;1;9;1;1985;31;1;2;2;15;1;0;47;5100;1;2
CH;8;270;1.17324388;0.464939934;1;5;1;1967;49;2;3;3;9;1;0;25;7112;1;2
CH;8;273;0.959825993;0.464939934;4;8;2;1941;75;2;3;3;9;1;0;4;3351;2;2
CH;8;275;0.890090764;0.464939934;2;8;1;1956;60;2;3;3;9;1;0;45;4321;2;4
CH;8;279;1.022381425;0.464939934;2;8;1;1987;29;2;3;3;12;1;0;40;7126;2;4
CH;8;280;0.890090764;0.464939934;2;7;1;1954;62;2;5;6;14;0;0;888;3334;2;9
CH;8;284;1.022381425;0.464939934;1;7;1;1989;27;2;3;4;9;1;0;26;3310;2;3
CH;8;295;1.160116434;0.464939934;2;9;2;1983;33;2;5;5;14;1;0;70;1410;2;6
CH;8;298;0.972100914;0.464939934;3;10;2;1989;27;2;2;2;6;1;0;20;9000;2;88
CH;8;299;1.102796197;0.464939934;2;9;2;1935;81;2;3;4;12;0;0;40;88888;2;77
CH;8;306;0.972100914;0.464939934;3;7;2;1984;33;2;3;3;13;1;0;44;3111;2;3
CH;8;307;1.022381425;0.464939934;2;10;1;1984;32;2;5;7;18;1;0;60;3000;2;9
CH;8;314;0.899777412;0.464939934;4;8;1;1941;75;2;3;3;12;0;0;50;5211;1;2
CH;8;316;1.022381425;0.464939934;4;10;1;1989;27;2;3;3;9;1;0;43;9312;1;6
CH;8;319;0.9878304;0.464939934;3;5;1;1937;79;2;3;4;12;0;0;40;2410;2;4
CH;8;323;1.160116434;0.464939934;3;5;2;1988;28;2;3;3;10;1;0;40;5223;1;6
CH;8;326;1.140466452;0.464939934;2;8;2;1971;45;2;5;6;18;1;0;40;3431;2;4
CH;8;329;1.001342416;0.464939934;2;6;1;1963;53;1;1;1;7;1;0;43;9312;2;3
CH;8;331;0.866011918;0.464939934;2;8;1;1986;30;2;5;7;18;1;0;42;2140;1;7
CH;8;333;1.186012149;0.464939934;4;8;1;1964;52;1;3;3;9;1;0;888;5412;1;3
CH;8;335;1.102796197;0.464939934;1;6;2;1945;71;2;3;3;9;0;0;25;4110;2;3
CH;8;337;0.866011918;0.464939934;3;8;1;1985;31;2;3;3;9;1;0;45;7412;2;3
CH;8;341;0.899777412;0.464939934;4;9;1;1955;61;2;5;7;23;1;0;30;2511;1;10
CH;8;342;1.001342416;0.464939934;2;7;1;1980;36;2;5;5;10;1;0;50;7133;2;6
CH;8;346;1.140466452;0.464939934;3;10;2;1963;53;2;5;5;9;1;0;50;4120;2;8
CH;8;354;1.265699387;0.464939934;3;8;2;1976;40;2;4;5;10;1;0;43;3313;2;3
CH;8;355;0.899520457;0.464939934;3;8;1;1984;32;2;5;7;13;1;0;36;2433;1;6
CH;8;356;1.102796197;0.464939934;3;8;2;1950;66;2;1;1;9;0;0;42;7311;2;2
CH;8;360;1.102796197;0.464939934;4;9;2;1938;78;2;2;2;8;0;0;666;66666;2;1
CH;8;365;0.206288934;0.464939934;2;7;2;7777;999;2;2;2;11;0;0;888;7531;2;3
CH;8;366;1.090924263;0.464939934;1;9;2;1945;72;2;5;5;13;0;0;36;2635;2;7
CH;8;370;0.78312695;0.464939934;1;8;1;1953;63;2;5;7;19;1;0;60;2269;2;77
CH;8;371;0.924070776;0.464939934;4;10;2;1956;60;2;2;2;8;1;0;7;9100;2;77
CH;8;374;1.022381425;0.464939934;2;7;1;1993;23;2;2;2;11;0;0;666;66666;1;88
CH;8;377;1.102796197;0.464939934;3;7;2;1959;57;2;2;2;9;1;0;40;5321;2;5
CH;8;378;1.009714603;0.464939934;3;6;2;1990;26;1;3;3;9;1;0;42;7311;1;3
CH;8;380;1.090924263;0.464939934;2;10;2;1942;74;2;2;2;12;0;0;24;3313;1;9
CH;8;388;0.890090764;0.464939934;1;8;1;1941;75;2;1;1;6;0;0;40;4321;1;2
CH;8;392;0.899777412;0.464939934;3;10;1;1942;74;2;3;3;12;0;0;90;1300;2;7
CH;8;393;0.872584283;0.464939934;3;9;1;1984;32;2;3;3;15;1;0;43;7320;2;4
CH;8;394;0.866011918;0.464939934;1;8;1;1984;320;2;3;4;15;0;0;777;77777;2;77
CH;8;398;0.890090764;0.464939934;2;7;1;1944;72;2;5;6;12;1;0;60;1411;2;8
CH;8;401;1.102796197;0.464939934;1;7;2;1960;56;2;5;5;17;1;0;60;5221;1;77
CH;8;402;0.866011918;0.464939934;1;10;1;1985;31;2;5;6;12;1;0;30;8100;2;7
CH;8;404;1.003414631;0.464939934;4;8;2;1970;46;2;3;4;12;1;0;41;3000;2;2
CH;8;407;1.102796197;0.464939934;3;9;2;1925;91;2;2;2;9;0;0;45;9320;2;1
CH;8;408;0.890090764;0.464939934;2;8;1;1958;58;2;3;3;9;1;0;42;7122;1;2
CH;8;411;1.186012149;0.464939934;2;6;1;1963;53;2;3;3;10;1;0;0;7411;2;6
CH;8;413;0.899777412;0.464939934;3;6;1;1956;60;2;55;55;9;0;0;47;3120;1;1
CH;8;417;0.959825993;0.464939934;2;7;2;1949;67;2;1;1;8;0;0;666;66666;2;7
CH;8;425;1.090924263;0.464939934;2;10;2;1926;90;2;2;2;9;0;0;25;4223;2;3
CH;8;427;0.75395447;0.464939934;2;8;1;1938;78;2;2;2;6;0;0;44;8152;2;2
CH;8;428;0.924070776;0.464939934;3;10;2;1932;84;2;3;3;10;0;0;20;4120;2;2
CH;8;432;0.78312695;0.464939934;2;10;1;1934;82;2;3;3;9;0;0;60;7522;2;2
CH;8;436;0.866011918;0.464939934;4;10;1;1991;25;2;2;2;8;0;0;45;9312;1;3
CH;8;439;1.186012149;0.464939934;2;8;1;1970;46;2;4;5;9;1;0;42;5223;2;9
CH;8;440;1.17324388;0.464939934;1;8;1;1968;48;2;3;3;9;1;0;60;7412;1;5
CH;8;443;1.160116434;0.464939934;2;9;2;1985;31;2;5;7;12;1;1;48;1212;1;10
CH;8;446;0.899777412;0.464939934;3;9;1;1955;61;2;5;7;20;0;0;36;2330;2;1
CH;8;447;0.979478419;0.464939934;1;9;2;1986;30;2;5;7;12;1;0;35;2610;1;4
CH;8;448;0.899520457;0.464939934;3;8;1;1993;23;2;3;3;9;1;0;42;7411;2;7
CH;8;452;1.17324388;0.464939934;1;10;1;1967;49;1;5;5;15;1;0;60;7200;2;4
CH;8;455;1.001342416;0.464939934;1;5;1;1965;51;2;5;5;16;0;0;30;2643;1;1
CH;8;456;1.090924263;0.464939934;2;7;2;1952;64;1;2;2;8;1;0;26;9110;1;77
CH;8;459;0.959825993;0.464939934;2;8;2;1957;59;2;3;3;9;1;0;45;5141;2;7
CH;8;461;1.090924263;0.464939934;3;8;2;1933;83;2;2;2;9;0;0;888;5223;2;88
CH;8;466;1.032253623;0.464939934;2;8;1;1977;39;2;3;3;10;1;0;42;7131;1;3
CH;8;468;0.959825993;0.464939934;3;6;2;1947;69;2;4;5;9;0;0;4;4120;2;77
CH;8;471;0.924070776;0.464939934;2;9;2;1952;64;2;2;2;9;0;0;55;1412;2;3
CH;8;474;1.003414631;0.464939934;4;5;2;1967;49;2;3;3;9;1;0;22;4110;1;4
CH;8;475;0.890090764;0.464939934;4;8;1;1941;75;2;3;4;14;0;0;54;3150;2;88
CH;8;476;1.102796197;0.464939934;4;8;2;1937;79;2;2;2;9;0;0;666;66666;2;6
CH;8;477;1.186012149;0.464939934;4;1;1;1972;44;2;2;2;9;0;0;2;9000;1;3
CH;8;480;1.152878165;0.464939934;3;8;2;1964;52;2;5;5;13;0;0;35;5131;1;77
CH;8;482;1.009714603;0.464939934;3;7;2;1984;32;2;5;7;12;1;0;33;2634;2;8
CH;8;483;0.973367512;0.464939934;3;7;2;1968;48;2;2;2;9;1;0;32;9100;1;2
CH;8;485;1.022381425;0.464939934;2;8;1;1983;33;2;5;7;13;1;0;45;3221;2;6
CH;8;486;0.866011918;0.464939934;3;10;1;1985;31;2;3;3;9;1;0;55;7231;2;2
CH;8;488;1.186012149;0.464939934;1;7;1;1971;45;1;5;7;17;1;0;80;1210;1;7
CH;8;492;0.866011918;0.464939934;2;7;1;1985;31;2;5;5;9;1;0;43;2000;2;4
CH;8;500;1.152878165;0.464939934;3;9;2;1968;48;1;3;3;9;1;0;45;3343;2;6
CH;8;505;1.17324388;0.464939934;2;6;1;1965;51;2;5;5;15;1;0;36;5223;2;1
CH;8;507;1.032253623;0.464939934;1;8;1;1970;46;1;3;3;9;1;0;10;5153;1;3
CH;8;510;0.924070776;0.464939934;2;9;2;1955;61;2;4;5;10;1;0;27;3221;2;3
CH;8;512;0.899777412;0.464939934;2;7;1;1957;59;2;3;3;8;1;0;42;7121;1;9
CH;8;518;0.75395447;0.464939934;2;9;1;1946;70;2;3;3;8;0;0;55;8331;1;7
CH;8;521;1.17324388;0.464939934;3;3;1;1981;35;2;5;6;9;1;0;48;3115;1;6
CH;8;524;0.759676516;0.464939934;2;9;1;1959;57;2;5;7;14;1;0;55;1320;2;9
CH;8;528;0.924070776;0.464939934;3;10;2;1949;67;2;3;3;10;0;0;45;5223;2;3
CH;8;532;1.032253623;0.464939934;2;9;1;1976;40;2;5;5;9;1;0;45;5320;1;77
CH;8;536;0.899777412;0.464939934;2;9;1;1947;69;2;3;3;12;0;0;45;1439;2;2
CH;8;539;1.17324388;0.464939934;3;7;1;1968;48;2;5;7;19;1;0;40;2500;2;8
CH;8;542;0.899777412;0.464939934;3;8;1;1931;85;2;2;2;9;0;0;65;6130;2;2
CH;8;543;1.102796197;0.464939934;2;6;2;1948;68;2;2;2;8;0;0;42;5223;2;1
CH;8;544;1.140466452;0.464939934;2;5;2;1962;54;2;2;2;8;1;0;35;5120;2;2
CH;8;548;0.959825993;0.464939934;3;7;2;1960;56;2;3;3;11;1;0;36;5321;2;2
CH;8;549;1.022381425;0.464939934;2;4;1;1984;32;2;5;6;19;1;0;32;5131;1;9
CH;8;554;1.033508062;0.464939934;3;9;1;1984;32;2;5;6;10;1;0;42;4211;2;10
CH;8;559;1.090924263;0.464939934;2;7;2;1950;67;2;2;2;8;0;0;666;66666;1;2
CH;8;561;0.872584283;0.464939934;2;7;1;1983;33;2;5;5;13;1;0;42;2151;2;5
CH;8;562;0.93108362;0.464939934;1;7;2;1951;65;2;5;6;9;0;0;10;2330;2;1
CH;8;568;1.17324388;0.464939934;2;9;1;1976;40;2;3;3;9;1;0;45;4220;2;77
CH;8;570;0.899520457;0.464939934;3;10;1;1984;32;1;5;6;16;1;0;45;1212;2;7
CH;8;579;1.022381425;0.464939934;2;8;1;1987;29;2;5;7;19;1;0;65;2113;2;2
CH;8;580;1.000000477;0.464939934;4;9;1;7777;999;2;1;1;6;1;0;46;9000;1;77
CH;8;582;1.160116434;0.464939934;2;9;2;1989;27;2;88;88;15;1;0;28;5131;2;77
CH;8;583;1.186012149;0.464939934;3;7;1;1965;51;2;3;3;9;1;0;45;1213;2;8
CH;8;585;0.890090764;0.464939934;3;8;1;1942;74;2;3;3;8;0;0;55;4323;2;8
CH;8;589;1.147626638;0.464939934;2;9;2;1984;32;2;5;7;16;1;0;58;1000;2;8
CH;8;593;1.17324388;0.464939934;1;8;1;1967;49;2;5;5;9;1;0;46;3110;2;5
CH;8;597;1.17324388;0.464939934;1;9;1;1969;47;1;3;3;9;1;0;35;2165;2;4
CH;8;600;1.140466452;0.464939934;2;8;2;1969;48;1;3;3;14;1;0;28;5120;2;2
CH;8;603;0.972100914;0.464939934;1;10;2;1991;25;2;5;6;18;1;0;41;3343;2;1
CH;8;604;1.140466452;0.464939934;3;10;2;1981;35;2;5;6;13;1;0;40;3313;2;8
CH;8;606;0.959825993;0.464939934;2;9;2;1961;55;2;3;3;9;1;0;25;2300;1;7
CH;8;611;1.160116434;0.464939934;3;7;2;1989;27;1;3;3;10;0;0;888;4120;2;3
CH;8;612;0.924070776;0.464939934;2;10;2;1955;61;1;3;3;9;1;0;38;5311;1;6
CH;8;615;0.78312695;0.464939934;2;8;1;1934;82;2;4;5;9;0;0;50;2636;2;3
CH;8;616;0.75395447;0.464939934;1;8;1;1955;61;2;3;3;8;1;0;42;5153;2;6
CH;8;617;0.75395447;0.464939934;2;10;1;1960;56;2;5;5;12;0;0;55;1120;2;9
CH;8;618;1.160116434;0.464939934;2;7;2;1983;33;2;5;7;17;1;0;47;2411;2;10
CH;8;621;0.872584283;0.464939934;4;2;1;1983;33;2;2;2;9;0;0;48;9214;1;3
CH;8;622;0.959825993;0.464939934;2;10;2;1951;65;2;2;2;9;1;0;25;5223;2;77
CH;8;624;0.759676516;0.464939934;1;7;1;1945;71;2;2;2;10;0;0;45;9310;2;2
CH;8;626;1.090924263;0.464939934;1;10;2;1948;68;2;5;5;10;0;0;90;1342;2;8
CH;8;627;0.959825993;0.464939934;3;8;2;1953;63;2;1;1;9;0;0;666;66666;7;3
CH;8;629;0.78312695;0.464939934;4;6;1;1946;70;2;3;4;12;0;0;45;8331;2;3
CH;8;630;1.17324388;0.464939934;2;8;1;1971;45;2;5;7;18;1;0;45;1300;2;10
CH;8;632;1.17324388;0.464939934;2;8;1;1978;38;2;5;5;12;1;0;42;2151;2;7
CH;8;634;0.78312695;0.464939934;2;8;1;1947;69;2;3;3;9;0;0;45;3122;2;4
CH;8;635;0.78312695;0.464939934;2;7;1;1956;60;2;5;5;9;1;0;42;3123;2;4
CH;8;637;1.210716963;0.464939934;4;8;2;1951;65;1;1;1;5;0;0;18;9110;2;1
CH;8;639;0.924070776;0.464939934;1;6;2;1949;67;1;5;6;9;0;0;40;2166;2;1
CH;8;640;1.032253623;0.464939934;2;5;1;1968;48;2;3;3;9;1;0;42;7222;2;6
CH;8;644;0.899520457;0.464939934;2;9;1;1992;24;2;3;3;9;1;0;50;7411;2;88
CH;8;647;1.102796197;0.464939934;3;8;2;1943;73;2;5;6;16;0;0;20;2330;2;6
CH;8;648;0.924070776;0.464939934;4;6;2;1960;56;2;1;1;4;1;0;8;9110;1;5
CH;8;651;0.759676516;0.464939934;2;8;1;1932;84;2;2;2;10;0;0;42;3120;2;4
CH;8;656;0.75395447;0.464939934;2;5;1;1960;56;2;5;6;14;1;0;45;2141;1;8
CH;8;658;0.890090764;0.464939934;2;7;1;1935;81;2;3;3;8;0;0;48;6130;2;2
CH;8;662;1.102796197;0.464939934;2;9;2;1960;56;1;3;3;9;0;0;48;5321;2;2
CH;8;663;1.022381425;0.464939934;3;3;1;1998;18;2;2;2;12;0;1;32;7234;2;88
CH;8;668;0.78312695;0.464939934;2;7;1;1956;60;2;3;3;9;1;0;45;7222;2;77
CH;8;670;1.090924263;0.464939934;3;7;2;1954;62;2;2;2;8;1;0;4;5152;2;77
CH;8;671;0.890090764;0.464939934;1;8;1;1951;65;2;5;7;9;0;0;60;2144;2;6
CH;8;672;0.979478419;0.464939934;2;8;2;1984;32;2;5;7;12;1;0;45;2635;2;7
CH;8;678;1.102796197;0.464939934;1;9;2;1950;67;2;5;5;20;1;0;40;2421;2;10
CH;8;680;1.032253623;0.464939934;2;8;1;1969;47;2;3;3;10;1;0;60;8142;2;5
CH;8;685;1.090924263;0.464939934;2;8;2;1939;77;2;3;3;9;0;0;70;5131;2;1
CH;8;688;0.959825993;0.464939934;2;9;2;1957;59;2;3;3;9;1;0;25;3344;2;7
CH;8;690;1.090924263;0.464939934;2;9;2;1960;56;1;5;7;22;1;0;36;3422;2;5
CH;8;701;0.866011918;0.464939934;2;8;1;1982;34;2;4;5;9;1;0;46;7231;2;8
CH;8;702;1.090924263;0.464939934;2;9;2;1955;61;2;3;3;13;1;0;27;3256;2;77
CH;8;703;0.924070776;0.464939934;1;8;2;1950;66;2;5;5;9;0;0;50;2330;2;5
CH;8;704;1.102796197;0.464939934;2;8;2;1935;81;2;2;2;10;0;0;60;9000;2;77
CH;8;705;0.979478419;0.464939934;2;9;2;1984;32;2;5;7;17;1;0;45;2610;2;8
CH;8;708;0.924070776;0.464939934;1;7;2;1945;71;2;3;3;9;1;0;7;3311;2;4
CH;8;709;1.003414631;0.464939934;2;8;2;1970;46;2;3;4;15;1;0;35;2341;1;8
CH;8;715;0.993800044;0.464939934;2;10;1;1962;54;2;5;7;12;1;0;50;1000;2;77
CH;8;716;1.147626638;0.464939934;3;10;2;1985;31;1;5;7;12;0;0;46;1345;2;9
CH;8;717;0.759676516;0.464939934;1;10;1;1942;74;2;5;6;11;0;0;60;3522;2;77
CH;8;719;0.78312695;0.464939934;2;10;1;1934;82;2;3;3;12;0;0;666;66666;2;2
CH;8;721;1.090924263;0.464939934;3;10;2;1952;64;2;3;3;8;0;0;21;4412;2;3
CH;8;722;1.001342416;0.464939934;3;9;1;1980;37;1;5;7;12;1;0;50;1213;1;8
CH;8;725;1.302075982;0.464939934;2;10;1;1969;47;1;5;7;12;1;0;5;2412;2;8
CH;8;729;1.102796197;0.464939934;3;9;2;1944;72;2;3;3;12;0;0;40;3343;2;2
CH;8;737;0.78312695;0.464939934;2;7;1;1948;68;2;5;7;16;0;0;50;2330;2;6
CH;8;741;1.147626638;0.464939934;2;8;2;1983;33;1;5;5;9;1;0;25;1120;2;7
CH;8;743;1.140466452;0.464939934;3;9;2;1967;49;2;5;5;9;1;0;25;2230;2;6
CH;8;745;1.090924263;0.464939934;2;9;2;1934;82;2;3;3;8;0;0;20;5223;2;8
CH;8;751;1.147626638;0.464939934;4;9;2;1982;34;1;2;2;9;1;0;25;3118;2;8
CH;8;754;0.78312695;0.464939934;2;5;1;1952;64;2;5;5;11;0;0;21;3123;2;5
CH;8;755;0.959825993;0.464939934;2;8;2;1925;91;2;1;1;7;0;0;666;66666;2;77
CH;8;757;0.899777412;0.464939934;2;9;1;1926;90;2;5;7;17;0;0;45;1212;2;7
CH;8;759;0.924070776;0.464939934;2;9;2;1954;62;2;3;3;9;0;0;50;1120;2;8
CH;8;764;0.899777412;0.464939934;3;8;1;1944;72;2;2;2;8;1;0;45;7213;2;77
CH;8;765;1.001342416;0.464939934;3;9;1;1963;53;2;5;5;13;1;0;48;3323;2;9
CH;8;766;1.147626638;0.464939934;2;6;2;1997;19;2;3;3;9;0;1;666;66666;2;4
CH;8;767;1.090924263;0.464939934;3;7;2;1937;79;2;3;3;12;0;0;15;4110;2;3
CH;8;771;1.210716963;0.464939934;4;10;2;1961;55;2;2;2;8;1;0;30;2636;2;88
CH;8;774;0.93108362;0.464939934;2;8;2;1958;58;2;1;1;10;1;0;42;5320;2;77
CH;8;775;0.890090764;0.464939934;1;10;1;1960;56;2;5;5;9;1;0;60;3119;2;6
CH;8;776;0.9878304;0.464939934;3;9;1;1949;67;2;5;5;15;0;0;0;2411;2;7
CH;8;777;0.93108362;0.464939934;1;9;2;1952;64;2;5;7;14;1;0;40;2000;2;6
CH;8;778;1.090924263;0.464939934;3;7;2;1937;79;2;2;2;9;0;0;0;6130;2;2
CH;8;779;0.9878304;0.464939934;3;6;1;1946;70;2;1;1;7;0;0;0;7113;2;1
CH;8;780;1.147626638;0.464939934;2;9;2;1992;24;2;3;3;10;1;0;42;1000;2;8
CH;8;781;1.186012149;0.464939934;1;7;1;1974;42;2;3;4;14;1;0;42;2341;2;88
CH;8;783;0.93108362;0.464939934;1;9;2;1943;73;2;3;4;11;0;0;44;4120;2;5
CH;8;794;0.979478419;0.464939934;2;8;2;1986;30;2;3;3;10;1;0;47;9320;2;6
CH;8;796;1.102796197;0.464939934;2;10;2;1952;64;2;2;2;9;0;0;21;7543;2;2
CH;8;797;1.140466452;0.464939934;3;9;2;1980;36;1;5;7;12;1;0;888;2330;2;8
CH;8;798;1.032253623;0.464939934;2;9;1;1971;45;2;3;3;9;1;0;888;5111;2;8
CH;8;799;1.186012149;0.464939934;2;8;1;1967;49;1;5;6;15;1;0;45;1220;1;4
CH;8;800;0.75395447;0.464939934;1;10;1;1954;62;2;5;6;9;0;0;42;1120;2;7
CH;8;801;0.78312695;0.464939934;2;8;1;1942;74;2;3;3;9;0;0;46;1324;2;5
CH;8;802;0.899777412;0.464939934;3;7;1;1947;69;2;3;3;9;0;0;45;3111;2;4
CH;8;805;0.899520457;0.464939934;2;10;1;2000;16;2;2;2;10;0;1;666;66666;2;4
CH;8;806;0.890090764;0.464939934;2;10;1;1940;76;2;3;3;8;0;0;40;4321;1;2
CH;8;807;1.140466452;0.464939934;4;8;2;1963;53;1;3;3;8;1;0;45;5321;2;3
CH;8;808;0.890090764;0.464939934;2;8;1;1944;72;2;3;3;9;0;0;45;1112;2;6
CH;8;812;0.75395447;0.464939934;1;10;1;1956;60;2;5;7;17;1;0;888;2636;2;9
CH;8;814;0.924070776;0.464939934;2;9;2;1938;78;2;2;2;9;0;0;18;3310;2;77
CH;8;817;1.009714603;0.464939934;2;8;2;1988;28;2;5;7;16;1;0;47;2132;2;6
CH;8;821;0.890090764;0.464939934;2;9;1;1929;87;2;5;7;18;0;0;60;2161;2;5
CH;8;823;1.003414631;0.464939934;2;10;2;1981;35;1;5;5;16;0;0;43;1211;2;7
CH;8;824;0.93108362;0.464939934;1;8;2;1947;69;2;3;4;13;0;0;24;2341;2;3
CH;8;828;0.899777412;0.464939934;3;7;1;1942;74;2;2;2;8;0;0;0;3119;2;77
CH;8;830;1.001342416;0.464939934;1;10;1;1971;45;2;3;3;9;1;0;42;9310;2;6
CH;8;832;1.090924263;0.464939934;3;8;2;1940;76;2;3;3;9;0;0;0;5321;2;77
CH;8;833;0.899777412;0.464939934;3;7;1;1933;83;2;1;1;7;0;0;666;66666;2;2
CH;8;835;0.899520457;0.464939934;3;8;1;1995;21;2;3;3;9;0;1;4;2512;2;3
CH;8;836;1.140466452;0.464939934;3;9;2;1968;48;1;2;2;12;1;0;41;8100;2;1
CH;8;838;1.147626638;0.464939934;1;10;2;1982;34;1;5;7;17;1;0;32;2642;2;6
CH;8;839;0.75395447;0.464939934;2;9;1;1938;78;2;2;2;9;0;0;50;2166;2;3
CH;8;847;0.78312695;0.464939934;3;10;1;1946;70;2;2;2;8;0;0;50;7413;2;4
CH;8;849;1.17324388;0.464939934;1;8;1;1978;38;2;3;3;10;1;0;55;1000;2;8
CH;8;850;0.759676516;0.464939934;2;9;1;1961;55;2;5;5;9;0;0;50;3434;1;5
CH;8;855;1.265699387;0.464939934;3;9;2;1963;53;2;3;3;8;0;0;42;5223;1;77
CH;8;856;0.759676516;0.464939934;2;7;1;1937;79;2;3;3;8;0;0;45;3118;2;3
CH;8;857;1.090924263;0.464939934;1;9;2;1942;74;2;3;3;9;0;0;26;3221;2;77
CH;8;858;0.890090764;0.464939934;1;10;1;1946;70;2;3;3;9;0;0;60;1120;2;2
CH;8;859;0.924070776;0.464939934;2;7;2;1946;70;2;3;3;9;1;0;25;3221;2;4
CH;8;860;1.090924263;0.464939934;2;9;2;1931;85;2;3;4;14;0;0;24;2330;2;77
CH;8;863;1.032253623;0.464939934;3;8;1;1972;44;2;5;6;13;1;0;55;2264;2;10
CH;8;867;1.001342416;0.464939934;1;9;1;1966;50;2;3;3;9;1;0;42;5153;2;4
CH;8;868;0.759676516;0.464939934;1;9;1;1947;69;2;5;5;9;0;0;42;7549;2;3
CH;8;869;0.899520457;0.464939934;3;7;1;1993;23;2;3;3;12;1;0;42;5120;2;77
CH;8;874;0.174737722;0.464939934;3;8;2;7777;999;2;3;3;9;1;0;43;4120;7;77
CH;8;877;0.890090764;0.464939934;2;8;1;1955;61;2;5;5;9;1;0;42;3120;2;6
CH;8;880;1.140466452;0.464939934;2;8;2;1968;49;2;5;5;17;1;0;36;3344;2;8
CH;8;883;1.147626638;0.464939934;3;8;2;1988;28;2;3;3;9;1;0;45;3324;2;4
CH;8;886;1.102796197;0.464939934;1;8;2;1940;76;2;2;2;9;0;0;55;3412;2;2
CH;8;894;0.959825993;0.464939934;4;7;2;1951;65;2;3;3;13;0;0;42;4120;2;3
CH;8;897;1.140466452;0.464939934;4;8;2;1981;35;1;3;4;17;0;0;42;7543;2;77
CH;8;899;1.009714603;0.464939934;3;10;2;2000;16;2;2;2;10;0;1;666;66666;2;88
CH;8;900;0.9878304;0.464939934;2;9;1;1956;60;2;3;4;12;1;0;0;1412;2;2
CH;8;903;0.890090764;0.464939934;1;9;1;1947;69;2;77;77;77;1;0;30;88888;2;77
CH;8;904;0.924070776;0.464939934;2;10;2;1951;65;2;2;2;9;0;0;15;5322;2;4
CH;8;905;1.102796197;0.464939934;2;10;2;1947;69;2;3;4;11;0;0;35;6112;2;88
CH;8;906;1.302075982;0.464939934;3;8;1;1977;39;2;5;7;22;1;0;45;3313;1;8
CH;8;911;1.102796197;0.464939934;2;8;2;1938;78;2;3;3;12;0;0;888;4312;2;88
CH;8;913;0.959825993;0.464939934;2;9;2;1939;77;2;3;3;10;0;0;888;7531;2;77
CH;8;914;0.899777412;0.464939934;2;7;1;1939;77;2;5;5;14;0;0;55;7323;2;3
CH;8;915;0.899520457;0.464939934;3;9;1;1984;32;1;5;6;16;1;0;42;3221;2;7
CH;8;916;1.009714603;0.464939934;3;10;2;1991;26;2;3;3;9;1;0;43;3343;2;7
CH;8;919;0.959825993;0.464939934;3;8;2;1932;84;2;2;2;8;0;0;888;9320;2;5
CH;8;921;1.147626638;0.464939934;2;7;2;1984;33;2;3;3;9;0;0;36;4120;1;3
CH;8;926;1.009714603;0.464939934;3;9;2;1991;25;2;5;5;9;1;0;43;5329;2;7
CH;8;927;0.979478419;0.464939934;2;9;2;1983;33;1;5;5;12;1;0;17;2410;2;7
CH;8;928;1.090924263;0.464939934;2;9;2;1949;67;2;3;3;9;0;0;44;5141;2;5
CH;8;931;0.890090764;0.464939934;1;8;1;1940;76;2;3;4;16;0;0;42;4110;1;6
CH;8;932;0.78312695;0.464939934;1;8;1;1946;70;2;3;3;17;0;0;41;3510;2;7
CH;8;935;0.890090764;0.464939934;1;1;1;1949;67;2;3;3;9;0;0;55;5223;1;1
CH;8;937;1.147626638;0.464939934;3;10;2;1983;33;1;3;3;9;1;0;9;7522;2;3
CH;8;938;0.78312695;0.464939934;2;8;1;1948;68;2;5;5;19;0;0;42;2351;2;77
CH;8;940;0.78312695;0.464939934;1;7;1;1922;94;2;3;3;9;0;0;48;3432;2;2
CH;8;941;0.75395447;0.464939934;2;8;1;1951;65;2;3;4;12;0;0;43;1320;2;5
CH;8;946;0.959825993;0.464939934;2;8;2;1959;57;2;5;5;17;1;0;43;3221;2;10
CH;8;947;0.75395447;0.464939934;2;9;1;1961;55;2;5;5;14;1;0;50;2635;2;8
CH;8;950;1.003414631;0.464939934;2;5;2;1976;14;1;5;5;12;0;0;666;66666;1;5
CH;8;951;0.866011918;0.464939934;2;8;1;1990;26;2;5;6;12;1;0;45;2144;1;88
CH;8;952;1.102796197;0.464939934;3;8;2;1951;65;2;5;5;12;0;0;60;2340;2;4
CH;8;953;1.102796197;0.464939934;2;8;2;1934;82;2;3;4;8;0;0;666;66666;2;5
CH;8;954;0.890090764;0.464939934;2;9;1;1935;81;2;5;5;16;1;0;42;7221;2;77
CH;8;957;0.872584283;0.464939934;3;9;1;1984;32;2;5;7;18;1;0;48;2512;2;10
CH;8;959;0.78312695;0.464939934;2;10;1;1938;78;2;5;7;8;0;0;0;2330;2;77
CH;8;962;0.924070776;0.464939934;1;9;2;1959;57;2;2;2;8;1;0;27;5100;2;3
CH;8;964;0.924070776;0.464939934;2;7;2;1950;66;1;3;4;12;0;0;44;3431;2;88
